年,月,日,標題,內容,報社
2015,2,24,JK西蒙斯輕取36座男配 女配派翠西亞爭平權,致辭謝愛妻現年60歲的西蒙斯在《進》片飾演火爆的樂團老師，為激發鼓手的潛力，對他甩巴掌、砸鼓鈸，還以不堪入耳的言語羞辱他，逼真演技令人起雞皮疙瘩，席捲各大電影獎，包括小金人共抱回36座最佳男配角獎。他昨致辭感謝愛妻、子女和雙親，並提醒大家：「打電話給你的父母，不要傳簡訊、寫電郵，打電話告訴他們你愛他們、感謝他們。」投12年青春46歲的派翠西亞阿奎特投入12年拍《年》片，飾演獨力帶大2名子女的單親媽媽，寫實、細膩的演技令人動容。她領獎時不忘為女性平權請命：「各位母親、納稅人和所有的美國公民，現在是我們為美國婦女要求薪資平等、女性平權的時刻。」台下的梅莉史翠普等女星紛紛振臂認同。,蘋果日報
2015,2,26,槓龜巨星加持 樂高小金人夯過本尊,去年奧斯卡頒獎典禮上，因「史上最強自拍照」讓三星手機成為最大獲益者，今年奧斯卡上《樂高玩電影》意外沒入圍最佳動畫長片獎，卻因表演主題曲〈真是太樂搞了〉時現場發送「樂高奧斯卡」，讓樂高積木成為本屆暴紅的受益品牌。諷刺的是，對該片故事中的樂高人物來說，被用膠水黏起來是積木最殘忍的下場，但當晚每座由500塊積木組成的獎座，為避免當場解體，全都被膠水黏得死死的。20座樂高奧斯卡當晚奇貨可居，幾乎比小金人本尊還搶手，梅莉史翠普、艾瑪史東等陪榜巨星，整晚都拿著樂高奧斯卡趴趴走，成為最佳代言人。《樂高》全球狂賣147億台幣，在北美更是2014年票房第５的電影，影評好評度高達96％。華納影業25日趁熱宣布，續集由影集《廢柴聯盟》導演羅伯施洛伯接手，預計2017年上映。,中國時報
2015,2,25,《玩具模型》星光加持 樂高版小金人「身價」高,第87屆奧斯卡頒獎典禮上，最出鋒頭的道具非「樂高小金人」莫屬，沒拿到金像獎的梅莉史翠普、布萊德利古柏等大牌明星，都手握一只塑膠版的樂高小金人自娛。據了解，這是紐約樂高藝術家NathanSawaya花了好幾天時間，用500個積木拼黏而成；網路達人樂高王子表示，要拼出一只奧斯卡樂高小金人，材料大約兩、三千元即可搞定，他大約花幾個小時即可堆出一個一模一樣的。樂高王子表示，物以稀為貴，奧斯卡樂高小金人如果沒有設計師、演員的簽名，值不了什麼錢，只要稍有功力的樂高迷都可以做。由於樂高迷會瘋狂蒐集某個產品，通常都是由樂高公司宣布限量、有樂高的認證、LOGO、說明書與紙盒，整組保存得很好才值錢。而樂高小金人牽涉到演藝圈，對於粉絲來說，如果有那個明星的簽名，又是獨一無二的，那它的價值就會很高，上萬元絕對跑不掉。,中國時報
2015,2,25,影后加持 大耳環閃亮亮 茱莉安摩爾 戴蕭邦豔冠群芳 葛妮絲派特蘿 情歸Anna Hu,奧斯卡落幕，群星閃耀的餘韻仍令人品味再三，在女星一片封胸秀美背下，項鍊似乎不再主導時尚趨勢，從新科影后茱莉安摩爾到梅莉史翠普等五大影后，皆情繫大耳環，另外，鑽石手環也迷倒艾瑪史東與妮可基嫚等，成為穿搭配件黑馬。■珠寶顯大器手腕更閃耀在禮服吹起氣質風下，茱莉安摩兒、露琵塔尼詠歐與瑪莉詠柯蒂亞收起性感，以粉嫩禮服展現知性，三人耳際間的蕭邦Chopard大鑽飾耳環，襯托出影后大器卻低調，梅姨也以鏤空大耳環為一身俐落褲裝注入柔情。葛妮絲派特蘿、娜歐蜜華茲情歸AnnaHu，各以123.88克拉紅碧璽與50克拉藍寶耳環呼應禮服色調；史嘉莉喬韓森的伯爵Piaget不對稱祖母綠耳環也襯托美豔，讓大耳環成為紅毯必備珠寶。群豔環繞盛會，想脫穎而出，女星「手腕」也得要夠高超，菲麗希緹瓊斯與薇拉戴維絲腕間VanCleef＆Arpels鑽石手環、手鐲襯托禮服與膚色，讓鑽光更為閃耀；艾瑪史東、瑞絲薇絲朋、妮可基嫚不約而同選擇Tiffany、HarryWinston鏤空鑽石手環，不難看出手環已成老將新秀的心頭好。■男生比「腕力」影帝搭蕭邦不只女星爭寵，男星也公然比「腕力」，32歲的新科影帝艾迪瑞德曼一只蕭邦L.U.C.XPS鉑金腕表搭配藍西裝，搭出輕熟男活力；另一位在13年前，29歲時就在奧斯卡稱帝，堪稱影史上最年輕影帝的安卓布洛迪與上屆影帝馬修麥康納，則以寶格麗經典八角造型OCTO腕表展現熟男品味。,中國時報
2015,2,24,羅莎蒙派克開衩現腿 控制紅毯 梅莉史翠普氣勢鎮場 卡卡糗淪洗碗工,2015奧斯卡星光大道上老將、新秀競豔，以《控制》一片暴紅的羅莎蒙派克，身穿大紅色Givenchy禮服正如她的高人氣，前開衩設計讓她行走間放送美腿，豔冠群芳，成為大黑馬。穿著俐落褲裝的梅莉史翠普，以「姊就是梅姨」的強大氣勢Hold住全場，為前輩們扳回一城。露琵塔再度風光今年後起之秀來勢洶洶，去年「衣」鳴驚人的露琵塔尼詠歐，這回再度風光，鑲滿逾6000顆珍珠的純白禮服驚豔全場，知名造型師佘筱茵讚美：「整體造型完美，性感拿捏得宜。」星二代達可妲強生一襲SaintLaurent紅色禮服非常搶鏡，劉海稍嫌不夠隆重，但在奧斯卡紅毯菜鳥中，表現可圈可點。反觀紅毯老將缺乏驚喜之作。佘筱茵認為，今年眾女星收起爆乳、露背等性感伎倆，企圖以優雅取勝，但少了胸器、美腿轉移焦點，小瑕疵反被放大。例如妮可基曼造型略微保守，手拿包、紅腰帶的風格也不搭；凱特布蘭琪以極簡黑色禮服烘托Tiffany湖水綠項鍊，雖造型合宜，但換成鑽飾更適合隆重的電影盛會。史卡莉頸飾繁複今年NG女星名單落落長，瑪莉詠柯蒂亞白色拖襬禮服，前面素雅，背後的束帶設計拖垮整體，怎麼看都像駝背，超沒精神。同為掉漆代表的史卡莉喬韓森，挑戰不好駕馭的祖母綠禮服，可惜頸飾過於繁複，讓她淪為森巴女郎。女神卡卡難得端莊，卻因一雙跳Tone大紅手套被網友譏為洗碗工。珍妮佛安妮斯頓、柔伊莎達娜雙姝造型過時，好似停留在20年前的紅毯上。男星仍大打安全牌，清一色的深色西裝搭白襯衫、黑領結，年年不厭其煩踩上紅毯，彷彿是換臉不換裝的紙娃娃遊戲。好在有傑瑞德雷托、班奈狄克康柏拜區雙帥異軍突起，雙雙以淺色西服帶來亮點，傑瑞德更巧搭玫瑰胸飾，神來一筆讓他連續兩年蟬聯最帥寶座。,中國時報
2015,2,24,西蒙斯甩暴力師形象 最佳綠葉喊關懷父母 派翠西亞爭平權 梅姨喝采,2015年奧斯卡男女配角戰，去年底就已注定結果，毫無意外地由《進擊的鼓手》JK西蒙斯、《年少時代》派翠西亞阿奎特奪下，兩人過去一直是萬用綠葉，也同時首度入圍就昂首奪獎。飾演極惡暴力音樂老師的JK西蒙斯，昨謝詞大打溫情牌，呼籲觀眾打電話給父母，不要用簡訊，也別用電郵，「告訴他們你有多愛他們，多感謝他們，耐心地聽完所有他們想說的話。」為女藝人發聲派翠西亞得獎時顯然有備而來，她戴上眼鏡拿出事先擬好的謝詞朗讀，開頭生澀的刻板感言忽然在後段話鋒急轉，緊咬美國同工不同酬的兩性不平等現象，激昂地說：「我們生下了這個國家的每個納稅人，也為每個其他人的平權奮戰，現在應該是要求薪資平等的時候，美國女性應該擁有兩性平權！」這席話得到全場歡聲雷動的鼓掌叫好，連平時典雅的梅莉史翠普，都忍不住激動指著她連聲大喊：「沒錯！」充滿正面能量本屆奧斯卡感言充滿濃厚政治、兩性議題，為浮華的好萊塢電影獎增添了關注社會議題的正面色彩。以描繪同志數學家艾倫圖寧生平的《模仿遊戲》，意外擊敗《進擊的鼓手》，奪下最佳改編劇本獎的葛拉罕摩爾，表示自己16歲時曾因不知所措而試圖自殺，對世上所有自覺怪異、格格不入的年輕人保證他們最終將會適得其所，「保持怪異，保持與眾不同，當輪到你們站在這時，請將這個訊息傳遞給下個迷惑的人」。以《逐夢大道》主題曲〈光榮之日〉奪下最佳原創歌曲獎的歌手約翰傳奇，在謝詞中提到現在處於美國司法管束的黑人數量，比1850年美國黑奴的數量還多；描繪艾德華史諾登「稜鏡計畫」洩密案的《第四公民》女導演蘿拉波伊特拉斯，獲最佳紀錄長片獎時說：「史諾登揭發的事蹟不僅凸顯我們隱私權所受到的威脅，更危及民主的本身。當影響每個人的最重要決定是在祕密中完成時，我們就失去了檢查政府的權力。」,中國時報
2015,2,25,女星好戲難得 男星一路吃香,成為奧斯卡得主是不少演藝工作者的目標，卻不常有人認真分析，得獎是否真能改變自己的事業與收入？根據歐美獎項分析家與研究報告的看法，好萊塢性別不平等也嚴重影響奧斯卡帝后及最佳男女配角的後續發展，獲獎男星大概有8成可望身價上揚，女星卻未必能夠一飛沖天。長年觀察奧斯卡的美國知名女部落客莎夏史東認為，不見得是獎座為藝人帶來實質的幫助，如去年最佳女配角露琵塔妮詠奧，從無名新人瞬間變媒體寵兒，還加入最新「星際大戰」續集，若非小金人得主恐怕連試鏡的可能都沒有。同樣是最佳女配角，奧斯卡帶給安海瑟薇的卻是負面影響，外界嫌她的表現太矯情，她從美國甜心變成最討人厭的女星，她反而曝光減少。這讓與她同年得獎的珍妮佛勞倫斯戒慎恐懼，怕自己也招人反感，去年「瞞天大佈局」角逐最佳女配角時擺明了不想連年拿獎，支持露琵塔勝出，要減低各方可能的反彈。據統計女星平均得到第一座小金人約36歲，按照好萊塢遊戲規則，這歲數已快要無法吸引電影觀眾買票，中年女星愈來愈難得到量身打造的好戲，男星則不同，年近半百繼續演第一主角的大有人在。今年影后茱莉安摩爾是54歲，已經替珍妮佛勞倫斯在「飢餓遊戲」系列抬轎，要比獲獎前更風光的機會不大。德高望重的梅莉史翠普是唯一可以不用擔心的，卻也因她把為數稀少的中老年女性好角色全都搶光，其他人更難有發揮的機會。,聯合報
2015,2,24,紅毯嬌點 白黑配大器不繁 紅綠襯 好萊塢春光明媚,儘管一開春就有歐債危機、恐怖攻擊等陰影重現，但被視為時尚指標的奧斯卡星光大道上，眾女星仍以最亮麗的姿態現身，帶人重返好萊塢美好風華。「不簡單的簡單」，可說是今年紅毯特色。女星多選擇線條簡潔柔美，以及單色大器的禮服，遵行「少即是多（Less is More）」的時尚哲學，更在材質工藝或珠寶細節上單點突破，令人驚豔。眾望所歸的影后茱莉安摩爾，穿上卡爾拉格斐為她特製的香奈兒高級訂製服「戰袍」，這件綴滿銀白與黑色刺繡珠飾的禮服費時927小時才完成，細緻華美的工藝正如她內斂精湛的演技。同樣穿出今年春夏時尚關鍵色「白色」的女星還有瑪莉詠柯蒂亞，乍看保守的Dior白色刺繡高級訂製服禮服，精采的其實在背後。巧的是兩人都由蕭邦鑽飾增添光彩。露琵塔尼詠歐Calvin Klein訂製禮服也「藝」鳴驚人，採用超過6千顆珍珠，襯托黝黑膚色。另如梅姨的LANVIN黑白套裝、瑞絲薇絲朋Tom Ford黑白禮服、娜歐蜜華茲小露腰線的Armani黑白禮服，各顯高妙。相對於經典白黑配，也有以紅、綠喜氣迎春。如樂在受虐的「格雷」女郎達珂塔強森以Saint Laurent單肩紅色禮服，尬「控制」狂羅莎蒙派克的Givenchy蕾絲高級訂製服，兩人都以「下半身」取勝，大秀美腿。思嘉莉約翰森以Versace綠色禮服，搭環繞脖子的同色項鍊和伯爵耳環，加上俐落短髮，完美詮釋叛逆性感；艾瑪史東的淺綠色禮服配Tiffany手環相形清新可人。單點突破，也是女星吸睛之道。如妮可基嫚穿LV訂製服，橘紅色腰帶及正夯的Petite Malle硬箱包，格外搶眼；凱特布蘭琪力挺好友John Galliano重返時尚圈之作，選擇Martin Margiela（MM）黑禮服配Tiffany海水藍寶與綠松石項鍊；與戴華人珠寶藝術家ANNA HU紅碧璽耳環的葛妮斯派楚，讓珠寶大聲「說話」。,聯合報
2015,2,24,派翠西亞女權感言 梅姨叫好,「年少時代」劇照。最佳女配角「年少時代」劇照。出身自演藝世家的美國女星派翠西亞艾奎特，以「年少時代」中爛桃花不斷的母親一角勇奪奧斯卡最佳女配角。她發表得獎感言時，呼籲全美國女性應得到和男性平等的權利，台下女性大聲叫好，連手下敗將梅莉史翠普與頒獎嘉賓珍妮佛洛佩茲都用力鼓掌，梅莉甚至用手指著台上的她，情緒明顯高昂。在「年少時代」中，派翠西亞扮演的媽媽是個高學歷的教師，偏偏幾段感情都沒有太愉快的下場，突顯女性就算有聰明才智也未必能有完美人生，派翠西亞的真實遭遇讓她在詮釋情感破裂的情節特別細膩，早就贏遍一堆影評人大獎，連向來是得獎高手的「魔法黑森林」梅莉史翠普，這次從頭到尾氣勢都被她壓過。派翠西亞感謝自己的親人與「年少時代」中相處了十二年的家人，接著話鋒一轉，開始向所有母親、美國的納稅人與公民呼籲，認為大家努力爭取平權已久，該是時候再團結起來，一次達成全美女性和男性權利平等，女權宣言聽得在場女星們熱烈鼓掌。好萊塢是出了名的男尊女卑，去年底索尼影業被駭案還顯示即便當紅如影后珍妮佛勞倫斯，片酬還是沒有同片男星高，也難怪女性來賓們同仇敵愾。派翠西亞艾奎特的祖父與父親都是電視喜劇男星，大姐羅珊娜更是八〇年代前期走紅的女星，曾主演「碧海藍天」等名片。她剛入行時不甚順遂，雖然首部電影「半夜鬼上床3：猛鬼逛街」就已是女主角之一，卻未能一炮而紅。熬了七年才在昆汀塔倫提諾編劇的「絕命大煞星」和克里斯汀史萊特演活一對亡命鴛鴦，初嘗成名滋味。她並未就此成為商業大片紅牌，反倒是獨立製片喜歡的演技派女星，和提姆波頓、大衛林區等名導都有合作。,聯合報
2015,2,24,鳥人 最佳影片 最佳導演 原著劇本 最佳攝影 擒4獎,第八十七屆奧斯卡頒獎結果於台灣時間昨天揭曉，電影「鳥人」一舉拿下最佳影片、導演、原著劇本以及攝影等四大獎，為典禮大贏家。影帝和影后則分別由「我想念我自己」的茱莉安摩爾與「愛的萬物論」的艾迪瑞德曼獲得。今年奧斯卡獎獨立製片電影獨占鰲頭，無論編導、演技或技術獎項都大有斬獲。電影「鳥人」與「年少時代」原在奧斯卡獎的競爭態勢難分軒輊，但「鳥人」愈戰愈勇，情況後來居上，最後順利摘下大獎。奧斯卡獎向來青睞演藝圈的故事，近年最佳影片「大藝術家」、「亞果出任務」都有前例可循，描述好萊塢過氣超級英雄以百老匯舞台劇重振事業的「鳥人」，果然引起影藝學院成員共鳴。奧斯卡「外籍兵團」實力強大，電影「鳥人」導演伊納利圖的勝出，成為繼去年「地心引力」導演艾方索柯朗獲獎後，又一坐擁小金人的墨西哥導演。去年以「地」片拿下最佳攝影的墨西哥攝影師艾曼紐爾盧貝茲基，今年也因「鳥人」連莊。在演技獎項四位得主都是事前呼聲最高的入圍者，影帝與影后更都以奧斯卡偏愛的病患角色出線。「我想念我自己」女星茱莉安摩爾已是歐洲三大電影獎大滿貫影后的她，此次以早發型阿茲海默症患者角色五度挑戰奧斯卡終於成功。英國男星艾迪瑞德曼以「愛的萬物論」首次入圍奧斯卡就順利稱帝，片中他飾演罹患漸凍症的天文物理學家史蒂芬霍金，他得獎致詞時也不忘感謝本尊和其家人。最佳男、女配角分別為「進擊的鼓手」魔鬼教師J.K.西蒙斯與「年少時代」單親媽媽派翠西亞艾奎特，兩人感言大不同。前者感性和家人分享，請觀眾「愛要及時」，別忘打電話給父母；後者則為美國女性抱不平，呼籲兩性平權，台下的梅莉史翠普也大聲鼓掌響應。以「模仿遊戲」獲最佳改編劇本的葛拉罕摩爾，為故事主人翁「電腦之父」艾倫圖靈曾因同志身分遭迫害抱不平，坦承十六歲時自己想自殺，同時鼓勵那些和別人不一樣的孩子做自己。今年奧斯卡獎「歡迎來到布達佩斯大飯店」與「進擊的鼓手」成績不錯，前者入圍九項得到服裝設計、妝髮、藝術指導與電影配樂等四獎，後者入圍五項拿到男配角、剪輯與混音三獎。,聯合報
2014,3,4,影帝 莫康納 影后 布蘭琪 :《地心引力》奧斯卡7喜最風光,凱特布蘭琪曾以《伊莉莎白》、《伊莉莎白：輝煌年代》兩度角逐奧斯卡影后失利，9年前以《神鬼玩家》獲奧斯卡最佳女配角，44歲的她昨終於封后，第2座小金人入手。封后前來台拍廣告她在《藍色茉莉》飾紐約貴婦，因破產投靠妹妹，卻無法放下身段，拎著柏金包到牙科診所當櫃檯小姐，終因現實與自我認知的落差而崩潰。她致辭感謝導演伍迪艾倫、母親、兄妹、3個兒子和劇作家老公安德魯，並向梅莉史翠普、艾美亞當斯、珊卓布拉克和茱蒂丹區等4位競爭者致意，強調：「女性影人今年表現卓越，這些電影也都賣錢。」她是除了已故「玉婆」伊莉莎白泰勒之外，唯一曾經訪台的奧斯卡影后，3年前她到南投拍攝SK-II廣告，今年1月在洛杉磯受訪表示：「台灣很美、空氣很好，希望有機會再去。」李奧吞敗含淚獻吻馬修莫康納向來走猛男路線，因成天衝浪被戲稱為「浪子」，近兩年突然收心琢磨演技，為戲刻意瘦身21公斤，首度提名奧斯卡便一舉稱帝。《藥命俱樂部》改編真人真事，他飾演感染愛滋病的電工，為了活命到墨西哥走私藥品。他昨領獎時謝謝坐在台下的母親和嬌妻，與他爭影帝卻失利的李奧納多狄卡皮歐英雄惜英雄，含淚獻上一吻。墨西哥導演艾方索古瓦龍耗時5年、花費24億元台幣打造3D災難片《地心引力》，強勢抱回最佳導演、最佳攝影等7獎，成了最大贏家，古瓦龍感謝珊卓：「妳就是《地心引力》，妳是本片的靈魂與心臟。」同獲10項提名的《瞞天大佈局》全部摃龜，史上最慘。香港導演王家衛執導的《一代宗師》入圍最佳攝影和最佳服裝造型兩獎皆鎩羽。Star World今晚9點和明晚6點重播奧斯卡星光大道及頒獎典禮字幕版。影帝 馬修莫康納 Matthew McConaughey國籍：美國年齡：44歲得獎作：《藥命俱樂部》（Dallas Buyers Club）奧斯卡得獎紀錄：第1次影后 凱特布蘭琪 Cate Blanchett國籍：澳洲年齡：44歲得獎作：《藍色茉莉》（Blue Jasmine）奧斯卡得獎紀錄：第2次（前次為女配角）,蘋果日報
2014,3,4,露琵塔 雷托 受辱黑奴 變裝毒蟲 上位 苦命邊緣人奪配角獎,肯亞裔女星露琵塔尼詠歐第一次拍好萊塢電影，便以《自由之心》中飽受主人欺凌的可憐黑奴一鳴驚人。30歲的她在家鄉肯亞演過電視劇，並自編自導紀錄片《In My Genes》、執導MV《The Little Things You Do》，是好萊塢少見的才女，近來出席各大電影獎紅地毯的時尚品味也大獲好評。耶魯才女梅姨學妹身為耶魯高材生、梅姨學妹的她，1月在金球獎敗給「小珍妮佛」珍妮佛勞倫斯，但聲勢倒吃甘蔗，在奧斯卡扳回一城，昨感性說：「我生命中的許多喜悅來自別人的苦痛；我確信先人正看著，我心中滿懷感激。」雷托感恩輟學母親42歲的雷托為《藥命俱樂部》瘦身近14公斤，飾演纖腰變裝癖，吸毒成癮、染上愛滋病，演技動人，獲金球獎和諸多影評人協會獎肯定。他昨致辭特別感謝母親：「1個女生高中懷了第2胎後休學照顧小孩，她想盡辦法讓家人過好日子，並鼓勵小孩做個有出息的人，這女生就是我母親。我愛妳，感謝妳教我懷抱夢想。」雷托外型帥氣，不僅是演員，還是搖滾樂團「30秒上火星」主唱，3年前曾來台演出，披上歌迷送的中華民國國旗飆歌。該樂團在全球近60國舉辦311場演唱會，捧場人數達300萬人次，獲金氏世界紀錄認證為「單一巡演最久的搖滾樂團」。最佳女配角 露琵塔尼詠歐 Lupita Nyong'o年齡：30歲得獎作：《自由之心》最佳男配角 傑瑞德雷托 Jared Leto年齡：42歲得獎作：《藥命俱樂部》,蘋果日報
2014,3,4,艾倫主持光明燈護體 策動史上最大咖自拍,200萬轉發癱瘓推特後來她說拍照上傳「推特」，掏出三星Galaxy Note 3手機，找梅莉史翠普、小珍妮佛自拍，沒想到布裘、布萊利庫柏等大明星都湊上來，促成史上最大咖自拍。果然短短2小時就在推特被轉發2百萬次，還讓「推特」當機20分鐘。她怕明星餓肚子，叫了外送披薩，卻說「沒帶錢」，吆喝大家樂捐。「AdAge.com」網站報導，三星連續第6年贊助奧斯卡，前5年贊助總金額高達7.2億元台幣，今年買了5分鐘時段讓手機在典禮上曝光。美國影藝學院平均砸9億元台幣辦頒獎禮，今年頒獎禮每30秒廣告賣5400萬元台幣，比起去年高出10%，像光明燈的舞台布景和影片卻很單調，媒體揶揄大概艾倫的主持費就花掉大半預算，其餘只好從簡。,蘋果日報
2014,3,4,４資深遺珠304歲 梅姨算小妹 茱蒂丹契近失明 影迷憂心健康,本屆奧斯卡獎是新人綻放光彩的一年，眾多深耕多年的老牌演員入圍，全數槓龜，《八月心風暴》中64歲的梅莉史翠普（梅姨）、《內布拉斯加》裡77歲的布魯斯鄧、84歲的瓊史桂布、《遲來的守護者》79歲的茱蒂丹契，總共304歲，堪稱「陳年遺珠」，茱蒂更驚爆雙眼幾乎失明，再當遺珠的機會恐怕也不多了。茱蒂第７度入圍，在《遲來》裡笑中有淚的演出，主掌觀眾的每個悲喜。她至今只以1998年的《莎翁情史》拿過最佳女配角，至今與影后無緣。她日前表示已無法自己讀劇本，連看電影都很困難，雖繼續拍片，但讓影迷憂心她的健康。總在電影裡演惡人或配角的布魯斯鄧，影壇沉浮55年，在《內布拉斯加》中演的老父，歷盡滄桑的詮釋，讓人聯想到他現實中只求捲土重來的心境。瓊史桂布在該片中飾演布魯斯嘴利心軟的太太，對著墳墓撩裙的一幕戲搶盡風采。縱使今年新人表現亮眼，仍讓人惋惜老將未能戲劇化地出頭。梅姨在《八月心風暴》飾演她演過的最粗俗惡毒的角色，雖未得獎，但她已破紀錄入圍18次，年齡上與上述老將相比，只是「小妹」，再見奧斯卡是絕對可能的。,中國時報
2014,3,4,艾倫酸入圍者 要喬納希爾別曬鵰 典禮中叫披薩餵大明星 小布負責分盤子,第86屆奧斯卡再度找來脫口秀主持人艾倫狄珍妮主持，從一開場就妙語如珠，不僅猛酸、開入圍者玩笑，還打破「典禮不供餐」規則，在現場叫披薩外賣！飢腸轆轆的大明星，還真的當場「嗑」起來。拿同志身分開玩笑艾倫曾被讚譽是「地球上最幽默的女人」，大型典禮主持經驗豐富，曾４度主持艾美獎。2007年首度受邀主持第79屆奧斯卡，今年則是第２次主持。她的脫口秀《艾倫愛說笑》，訪遍大明星，當初一鳴驚人的「小胖」林育群，也曾接受該節目訪問。典禮一開場，她就開入圍者玩笑，講到「上過大學」的話題時，以《瞞天大佈局》入圍影后的艾美亞當斯就被她問得很尷尬，因艾美的學歷「沒那麼高」（僅高中畢業）；還有入圍小金人紀錄保持人梅莉史翠普（梅姨）也中槍，艾倫建議她別再入圍了，因治裝跟化妝費用要花「一大筆錢」。早已出櫃的她，也拿自己同志身分來開玩笑，直說以《華爾街之狼》入圍男配角的喬納希爾，在片中秀出了她「很久沒有見到的東西。」（因他在片中秀出了「大鵰」，其實是假陽具）。之後在典禮進行中，又走到他旁邊，說：「不，我並不想看那個東西。」要求大咖賞小費她在典禮期間問大家，「有人餓了嗎？我想叫披薩」，包括珍妮佛勞倫斯、哈里遜福特、大導演馬丁史柯西斯等人都舉手贊成。結果她真的叫了附近的披薩店外送，還把外送小弟帶上舞台，更虧他：「茱莉亞羅勃茲在這，你要跟她說話嗎？」大明星們就在現場分起披薩，在現場吃了起來，「小布」布萊德彼特還幫忙分盤子。之後她拿著帽子跟大家要小費，大家都意思意思給了20美元（約新台幣600元），凱文史貝西還對她說：「賞妳的！」她聽了當場把他給的錢，還有女配角得主露琵塔尼詠歐給的一條脣膏，都收進自己口袋。小布則被酸小氣：「你兩部片只給我20元？」讓小布沒好氣的多「丟」了兩張鈔票。,中國時報
